rsi_timeperiod,rsi_lower,rsi_width,roc_timeperiod,roc_lower,roc_width,rebalance_freq,rsi,roc,freq,value
65,40,20,42,0.21,0.05,15,"(65, 40, 20)","(42, 0.21, 0.05)",15,
65,40,30,2,0.21,0.05,5,"(65, 40, 30)","(2, 0.21, 0.05)",5,
65,40,30,2,0.21,0.35,15,"(65, 40, 30)","(2, 0.21, 0.35)",15,
65,40,30,2,0.21,0.65,5,"(65, 40, 30)","(2, 0.21, 0.65)",5,
65,40,30,2,0.21,0.95,15,"(65, 40, 30)","(2, 0.21, 0.95)",15,
65,70,10,2,0.01,0.05,5,"(65, 70, 10)","(2, 0.01, 0.05)",5,
65,70,10,2,0.01,0.35,15,"(65, 70, 10)","(2, 0.01, 0.35)",15,
65,70,10,2,0.01,0.65,5,"(65, 70, 10)","(2, 0.01, 0.65)",5,
65,70,10,2,0.01,0.95,15,"(65, 70, 10)","(2, 0.01, 0.95)",15,
65,70,10,2,0.11,0.05,5,"(65, 70, 10)","(2, 0.11, 0.05)",5,
65,70,10,2,0.11,0.05,15,"(65, 70, 10)","(2, 0.11, 0.05)",15,
65,70,10,2,0.11,0.35,5,"(65, 70, 10)","(2, 0.11, 0.35)",5,
65,70,10,2,0.11,0.35,15,"(65, 70, 10)","(2, 0.11, 0.35)",15,
65,70,10,2,0.11,0.65,5,"(65, 70, 10)","(2, 0.11, 0.65)",5,
65,70,10,2,0.11,0.65,15,"(65, 70, 10)","(2, 0.11, 0.65)",15,
65,70,10,2,0.11,0.95,5,"(65, 70, 10)","(2, 0.11, 0.95)",5,
65,70,10,2,0.11,0.95,15,"(65, 70, 10)","(2, 0.11, 0.95)",15,
65,70,10,2,0.21,0.05,5,"(65, 70, 10)","(2, 0.21, 0.05)",5,
65,70,10,2,0.21,0.05,15,"(65, 70, 10)","(2, 0.21, 0.05)",15,
65,70,10,2,0.21,0.35,5,"(65, 70, 10)","(2, 0.21, 0.35)",5,
65,70,10,2,0.21,0.35,15,"(65, 70, 10)","(2, 0.21, 0.35)",15,
65,70,10,2,0.21,0.65,5,"(65, 70, 10)","(2, 0.21, 0.65)",5,
65,70,10,2,0.21,0.65,15,"(65, 70, 10)","(2, 0.21, 0.65)",15,
65,70,10,2,0.21,0.95,5,"(65, 70, 10)","(2, 0.21, 0.95)",5,
65,70,10,2,0.21,0.95,15,"(65, 70, 10)","(2, 0.21, 0.95)",15,
65,70,10,22,0.11,0.05,5,"(65, 70, 10)","(22, 0.11, 0.05)",5,
65,70,10,22,0.11,0.05,15,"(65, 70, 10)","(22, 0.11, 0.05)",15,
65,70,10,22,0.11,0.35,5,"(65, 70, 10)","(22, 0.11, 0.35)",5,
65,70,10,22,0.11,0.35,15,"(65, 70, 10)","(22, 0.11, 0.35)",15,
65,70,10,22,0.11,0.65,5,"(65, 70, 10)","(22, 0.11, 0.65)",5,
65,70,10,22,0.11,0.65,15,"(65, 70, 10)","(22, 0.11, 0.65)",15,
65,70,10,22,0.11,0.95,5,"(65, 70, 10)","(22, 0.11, 0.95)",5,
65,70,10,22,0.11,0.95,15,"(65, 70, 10)","(22, 0.11, 0.95)",15,
65,70,10,22,0.21,0.05,5,"(65, 70, 10)","(22, 0.21, 0.05)",5,
65,70,10,22,0.21,0.05,15,"(65, 70, 10)","(22, 0.21, 0.05)",15,
65,70,10,22,0.21,0.35,5,"(65, 70, 10)","(22, 0.21, 0.35)",5,
65,70,10,22,0.21,0.35,15,"(65, 70, 10)","(22, 0.21, 0.35)",15,
65,70,10,22,0.21,0.65,5,"(65, 70, 10)","(22, 0.21, 0.65)",5,
65,70,10,22,0.21,0.65,15,"(65, 70, 10)","(22, 0.21, 0.65)",15,
65,70,10,22,0.21,0.95,5,"(65, 70, 10)","(22, 0.21, 0.95)",5,
65,70,10,22,0.21,0.95,15,"(65, 70, 10)","(22, 0.21, 0.95)",15,
65,70,10,42,0.01,0.05,5,"(65, 70, 10)","(42, 0.01, 0.05)",5,
65,70,10,42,0.01,0.05,15,"(65, 70, 10)","(42, 0.01, 0.05)",15,
65,70,10,42,0.11,0.05,5,"(65, 70, 10)","(42, 0.11, 0.05)",5,
65,70,10,42,0.11,0.05,15,"(65, 70, 10)","(42, 0.11, 0.05)",15,
65,70,10,42,0.11,0.35,5,"(65, 70, 10)","(42, 0.11, 0.35)",5,
65,70,10,42,0.11,0.35,15,"(65, 70, 10)","(42, 0.11, 0.35)",15,
65,70,10,42,0.11,0.65,5,"(65, 70, 10)","(42, 0.11, 0.65)",5,
65,70,10,42,0.11,0.65,15,"(65, 70, 10)","(42, 0.11, 0.65)",15,
65,70,10,42,0.11,0.95,5,"(65, 70, 10)","(42, 0.11, 0.95)",5,
65,70,10,42,0.11,0.95,15,"(65, 70, 10)","(42, 0.11, 0.95)",15,
65,70,10,42,0.21,0.05,5,"(65, 70, 10)","(42, 0.21, 0.05)",5,
65,70,10,42,0.21,0.05,15,"(65, 70, 10)","(42, 0.21, 0.05)",15,
65,70,10,42,0.21,0.35,5,"(65, 70, 10)","(42, 0.21, 0.35)",5,
65,70,10,42,0.21,0.35,15,"(65, 70, 10)","(42, 0.21, 0.35)",15,
65,70,10,42,0.21,0.65,5,"(65, 70, 10)","(42, 0.21, 0.65)",5,
65,70,10,42,0.21,0.65,15,"(65, 70, 10)","(42, 0.21, 0.65)",15,
65,70,10,42,0.21,0.95,5,"(65, 70, 10)","(42, 0.21, 0.95)",5,
65,70,10,42,0.21,0.95,15,"(65, 70, 10)","(42, 0.21, 0.95)",15,
65,70,10,62,0.01,0.05,5,"(65, 70, 10)","(62, 0.01, 0.05)",5,
65,70,10,62,0.01,0.05,15,"(65, 70, 10)","(62, 0.01, 0.05)",15,
65,70,10,62,0.11,0.05,5,"(65, 70, 10)","(62, 0.11, 0.05)",5,
65,70,10,62,0.11,0.35,15,"(65, 70, 10)","(62, 0.11, 0.35)",15,
65,70,10,62,0.11,0.65,5,"(65, 70, 10)","(62, 0.11, 0.65)",5,
65,70,10,62,0.11,0.95,15,"(65, 70, 10)","(62, 0.11, 0.95)",15,
65,70,10,62,0.21,0.05,5,"(65, 70, 10)","(62, 0.21, 0.05)",5,
65,70,10,62,0.21,0.05,15,"(65, 70, 10)","(62, 0.21, 0.05)",15,
65,70,10,62,0.21,0.35,5,"(65, 70, 10)","(62, 0.21, 0.35)",5,
65,70,10,62,0.21,0.35,15,"(65, 70, 10)","(62, 0.21, 0.35)",15,
65,70,10,62,0.21,0.65,5,"(65, 70, 10)","(62, 0.21, 0.65)",5,
65,70,10,62,0.21,0.65,15,"(65, 70, 10)","(62, 0.21, 0.65)",15,
65,70,10,62,0.21,0.95,5,"(65, 70, 10)","(62, 0.21, 0.95)",5,
65,70,10,62,0.21,0.95,15,"(65, 70, 10)","(62, 0.21, 0.95)",15,
65,70,20,2,0.01,0.05,5,"(65, 70, 20)","(2, 0.01, 0.05)",5,
65,70,20,2,0.01,0.35,15,"(65, 70, 20)","(2, 0.01, 0.35)",15,
65,70,20,2,0.01,0.65,5,"(65, 70, 20)","(2, 0.01, 0.65)",5,
65,70,20,2,0.01,0.95,15,"(65, 70, 20)","(2, 0.01, 0.95)",15,
65,70,20,2,0.11,0.05,5,"(65, 70, 20)","(2, 0.11, 0.05)",5,
65,70,20,2,0.11,0.05,15,"(65, 70, 20)","(2, 0.11, 0.05)",15,
65,70,20,2,0.11,0.35,5,"(65, 70, 20)","(2, 0.11, 0.35)",5,
65,70,20,2,0.11,0.35,15,"(65, 70, 20)","(2, 0.11, 0.35)",15,
65,70,20,2,0.11,0.65,5,"(65, 70, 20)","(2, 0.11, 0.65)",5,
65,70,20,2,0.11,0.65,15,"(65, 70, 20)","(2, 0.11, 0.65)",15,
65,70,20,2,0.11,0.95,5,"(65, 70, 20)","(2, 0.11, 0.95)",5,
65,70,20,2,0.11,0.95,15,"(65, 70, 20)","(2, 0.11, 0.95)",15,
65,70,20,2,0.21,0.05,5,"(65, 70, 20)","(2, 0.21, 0.05)",5,
65,70,20,2,0.21,0.05,15,"(65, 70, 20)","(2, 0.21, 0.05)",15,
65,70,20,2,0.21,0.35,5,"(65, 70, 20)","(2, 0.21, 0.35)",5,
65,70,20,2,0.21,0.35,15,"(65, 70, 20)","(2, 0.21, 0.35)",15,
65,70,20,2,0.21,0.65,5,"(65, 70, 20)","(2, 0.21, 0.65)",5,
65,70,20,2,0.21,0.65,15,"(65, 70, 20)","(2, 0.21, 0.65)",15,
65,70,20,2,0.21,0.95,5,"(65, 70, 20)","(2, 0.21, 0.95)",5,
65,70,20,2,0.21,0.95,15,"(65, 70, 20)","(2, 0.21, 0.95)",15,
65,70,20,22,0.11,0.05,5,"(65, 70, 20)","(22, 0.11, 0.05)",5,
65,70,20,22,0.11,0.05,15,"(65, 70, 20)","(22, 0.11, 0.05)",15,
65,70,20,22,0.11,0.35,5,"(65, 70, 20)","(22, 0.11, 0.35)",5,
65,70,20,22,0.11,0.35,15,"(65, 70, 20)","(22, 0.11, 0.35)",15,
65,70,20,22,0.11,0.65,5,"(65, 70, 20)","(22, 0.11, 0.65)",5,
65,70,20,22,0.11,0.65,15,"(65, 70, 20)","(22, 0.11, 0.65)",15,
65,70,20,22,0.11,0.95,5,"(65, 70, 20)","(22, 0.11, 0.95)",5,
65,70,20,22,0.11,0.95,15,"(65, 70, 20)","(22, 0.11, 0.95)",15,
65,70,20,22,0.21,0.05,5,"(65, 70, 20)","(22, 0.21, 0.05)",5,
65,70,20,22,0.21,0.05,15,"(65, 70, 20)","(22, 0.21, 0.05)",15,
65,70,20,22,0.21,0.35,5,"(65, 70, 20)","(22, 0.21, 0.35)",5,
65,70,20,22,0.21,0.35,15,"(65, 70, 20)","(22, 0.21, 0.35)",15,
65,70,20,22,0.21,0.65,5,"(65, 70, 20)","(22, 0.21, 0.65)",5,-0.349841992
65,70,20,22,0.21,0.65,15,"(65, 70, 20)","(22, 0.21, 0.65)",15,-0.428613829
65,70,20,22,0.21,0.95,5,"(65, 70, 20)","(22, 0.21, 0.95)",5,-0.191463555
65,70,20,22,0.21,0.95,15,"(65, 70, 20)","(22, 0.21, 0.95)",15,-0.279406607
65,70,20,42,0.01,0.05,5,"(65, 70, 20)","(42, 0.01, 0.05)",5,-0.191463555
65,70,20,42,0.01,0.05,15,"(65, 70, 20)","(42, 0.01, 0.05)",15,-0.279406607
65,70,20,42,0.11,0.05,5,"(65, 70, 20)","(42, 0.11, 0.05)",5,-0.191463555
65,70,20,42,0.11,0.05,15,"(65, 70, 20)","(42, 0.11, 0.05)",15,-0.279406607
65,70,20,42,0.11,0.35,5,"(65, 70, 20)","(42, 0.11, 0.35)",5,0.37135836
65,70,20,42,0.11,0.35,15,"(65, 70, 20)","(42, 0.11, 0.35)",15,
65,70,20,42,0.11,0.65,5,"(65, 70, 20)","(42, 0.11, 0.65)",5,0.37135836
65,70,20,42,0.11,0.65,15,"(65, 70, 20)","(42, 0.11, 0.65)",15,
65,70,20,42,0.11,0.95,5,"(65, 70, 20)","(42, 0.11, 0.95)",5,0.37135836
65,70,20,42,0.11,0.95,15,"(65, 70, 20)","(42, 0.11, 0.95)",15,
65,70,20,42,0.21,0.05,5,"(65, 70, 20)","(42, 0.21, 0.05)",5,0.37135836
65,70,20,42,0.21,0.05,15,"(65, 70, 20)","(42, 0.21, 0.05)",15,
65,70,20,42,0.21,0.35,5,"(65, 70, 20)","(42, 0.21, 0.35)",5,
65,70,20,42,0.21,0.35,15,"(65, 70, 20)","(42, 0.21, 0.35)",15,
65,70,20,42,0.21,0.65,5,"(65, 70, 20)","(42, 0.21, 0.65)",5,
65,70,20,42,0.21,0.65,15,"(65, 70, 20)","(42, 0.21, 0.65)",15,
65,70,20,42,0.21,0.95,5,"(65, 70, 20)","(42, 0.21, 0.95)",5,
65,70,20,42,0.21,0.95,15,"(65, 70, 20)","(42, 0.21, 0.95)",15,
65,70,20,62,0.01,0.05,5,"(65, 70, 20)","(62, 0.01, 0.05)",5,
65,70,20,62,0.01,0.05,15,"(65, 70, 20)","(62, 0.01, 0.05)",15,
65,70,20,62,0.11,0.05,5,"(65, 70, 20)","(62, 0.11, 0.05)",5,
65,70,20,62,0.11,0.35,15,"(65, 70, 20)","(62, 0.11, 0.35)",15,
65,70,20,62,0.11,0.65,5,"(65, 70, 20)","(62, 0.11, 0.65)",5,0.004004609
65,70,20,62,0.11,0.95,15,"(65, 70, 20)","(62, 0.11, 0.95)",15,
65,70,20,62,0.21,0.05,5,"(65, 70, 20)","(62, 0.21, 0.05)",5,0.004004609
65,70,20,62,0.21,0.05,15,"(65, 70, 20)","(62, 0.21, 0.05)",15,
65,70,20,62,0.21,0.35,5,"(65, 70, 20)","(62, 0.21, 0.35)",5,0.004004609
65,70,20,62,0.21,0.35,15,"(65, 70, 20)","(62, 0.21, 0.35)",15,
65,70,20,62,0.21,0.65,5,"(65, 70, 20)","(62, 0.21, 0.65)",5,
65,70,20,62,0.21,0.65,15,"(65, 70, 20)","(62, 0.21, 0.65)",15,
65,70,20,62,0.21,0.95,5,"(65, 70, 20)","(62, 0.21, 0.95)",5,
65,70,20,62,0.21,0.95,15,"(65, 70, 20)","(62, 0.21, 0.95)",15,
65,70,30,2,0.01,0.05,5,"(65, 70, 30)","(2, 0.01, 0.05)",5,
65,70,30,2,0.01,0.35,15,"(65, 70, 30)","(2, 0.01, 0.35)",15,
65,70,30,2,0.01,0.65,5,"(65, 70, 30)","(2, 0.01, 0.65)",5,
65,70,30,2,0.01,0.95,15,"(65, 70, 30)","(2, 0.01, 0.95)",15,
65,70,30,2,0.11,0.05,5,"(65, 70, 30)","(2, 0.11, 0.05)",5,
65,70,30,2,0.11,0.05,15,"(65, 70, 30)","(2, 0.11, 0.05)",15,
65,70,30,2,0.11,0.35,5,"(65, 70, 30)","(2, 0.11, 0.35)",5,
65,70,30,2,0.11,0.35,15,"(65, 70, 30)","(2, 0.11, 0.35)",15,
65,70,30,2,0.11,0.65,5,"(65, 70, 30)","(2, 0.11, 0.65)",5,
65,70,30,2,0.11,0.65,15,"(65, 70, 30)","(2, 0.11, 0.65)",15,
65,70,30,2,0.11,0.95,5,"(65, 70, 30)","(2, 0.11, 0.95)",5,
65,70,30,2,0.11,0.95,15,"(65, 70, 30)","(2, 0.11, 0.95)",15,
65,70,30,2,0.21,0.05,5,"(65, 70, 30)","(2, 0.21, 0.05)",5,-0.331202165
65,70,30,2,0.21,0.05,15,"(65, 70, 30)","(2, 0.21, 0.05)",15,-0.359326704
65,70,30,2,0.21,0.35,5,"(65, 70, 30)","(2, 0.21, 0.35)",5,-0.331202165
65,70,30,2,0.21,0.35,15,"(65, 70, 30)","(2, 0.21, 0.35)",15,-0.359326704
65,70,30,2,0.21,0.65,5,"(65, 70, 30)","(2, 0.21, 0.65)",5,-0.331202165
65,70,30,2,0.21,0.65,15,"(65, 70, 30)","(2, 0.21, 0.65)",15,-0.359326704
65,70,30,2,0.21,0.95,5,"(65, 70, 30)","(2, 0.21, 0.95)",5,-0.331202165
65,70,30,2,0.21,0.95,15,"(65, 70, 30)","(2, 0.21, 0.95)",15,-0.359326704
65,70,30,22,0.11,0.05,5,"(65, 70, 30)","(22, 0.11, 0.05)",5,
65,70,30,22,0.11,0.05,15,"(65, 70, 30)","(22, 0.11, 0.05)",15,
65,70,30,22,0.11,0.35,5,"(65, 70, 30)","(22, 0.11, 0.35)",5,
65,70,30,22,0.11,0.35,15,"(65, 70, 30)","(22, 0.11, 0.35)",15,
65,70,30,22,0.11,0.65,5,"(65, 70, 30)","(22, 0.11, 0.65)",5,
65,70,30,22,0.11,0.65,15,"(65, 70, 30)","(22, 0.11, 0.65)",15,
65,70,30,22,0.11,0.95,5,"(65, 70, 30)","(22, 0.11, 0.95)",5,
65,70,30,22,0.11,0.95,15,"(65, 70, 30)","(22, 0.11, 0.95)",15,
65,70,30,22,0.21,0.05,5,"(65, 70, 30)","(22, 0.21, 0.05)",5,
65,70,30,22,0.21,0.05,15,"(65, 70, 30)","(22, 0.21, 0.05)",15,
65,70,30,22,0.21,0.35,5,"(65, 70, 30)","(22, 0.21, 0.35)",5,
65,70,30,22,0.21,0.35,15,"(65, 70, 30)","(22, 0.21, 0.35)",15,
65,70,30,22,0.21,0.65,5,"(65, 70, 30)","(22, 0.21, 0.65)",5,
65,70,30,22,0.21,0.65,15,"(65, 70, 30)","(22, 0.21, 0.65)",15,
65,70,30,22,0.21,0.95,5,"(65, 70, 30)","(22, 0.21, 0.95)",5,
65,70,30,22,0.21,0.95,15,"(65, 70, 30)","(22, 0.21, 0.95)",15,
65,70,30,42,0.01,0.05,5,"(65, 70, 30)","(42, 0.01, 0.05)",5,
65,70,30,42,0.01,0.05,15,"(65, 70, 30)","(42, 0.01, 0.05)",15,
65,70,30,42,0.11,0.05,5,"(65, 70, 30)","(42, 0.11, 0.05)",5,
65,70,30,42,0.11,0.05,15,"(65, 70, 30)","(42, 0.11, 0.05)",15,
65,70,30,42,0.11,0.35,5,"(65, 70, 30)","(42, 0.11, 0.35)",5,
65,70,30,42,0.11,0.35,15,"(65, 70, 30)","(42, 0.11, 0.35)",15,
65,70,30,42,0.11,0.65,5,"(65, 70, 30)","(42, 0.11, 0.65)",5,
65,70,30,42,0.11,0.65,15,"(65, 70, 30)","(42, 0.11, 0.65)",15,
65,70,30,42,0.11,0.95,5,"(65, 70, 30)","(42, 0.11, 0.95)",5,
65,70,30,42,0.11,0.95,15,"(65, 70, 30)","(42, 0.11, 0.95)",15,
65,70,30,42,0.21,0.05,5,"(65, 70, 30)","(42, 0.21, 0.05)",5,
65,70,30,42,0.21,0.05,15,"(65, 70, 30)","(42, 0.21, 0.05)",15,
65,70,30,42,0.21,0.35,5,"(65, 70, 30)","(42, 0.21, 0.35)",5,
65,70,30,42,0.21,0.35,15,"(65, 70, 30)","(42, 0.21, 0.35)",15,
65,70,30,42,0.21,0.65,5,"(65, 70, 30)","(42, 0.21, 0.65)",5,
65,70,30,42,0.21,0.65,15,"(65, 70, 30)","(42, 0.21, 0.65)",15,
65,70,30,42,0.21,0.95,5,"(65, 70, 30)","(42, 0.21, 0.95)",5,
65,70,30,42,0.21,0.95,15,"(65, 70, 30)","(42, 0.21, 0.95)",15,
65,70,30,62,0.01,0.05,5,"(65, 70, 30)","(62, 0.01, 0.05)",5,
65,70,30,62,0.01,0.05,15,"(65, 70, 30)","(62, 0.01, 0.05)",15,
65,70,30,62,0.11,0.05,5,"(65, 70, 30)","(62, 0.11, 0.05)",5,
65,70,30,62,0.11,0.35,15,"(65, 70, 30)","(62, 0.11, 0.35)",15,
65,70,30,62,0.11,0.65,5,"(65, 70, 30)","(62, 0.11, 0.65)",5,
65,70,30,62,0.11,0.95,15,"(65, 70, 30)","(62, 0.11, 0.95)",15,
65,70,30,62,0.21,0.05,5,"(65, 70, 30)","(62, 0.21, 0.05)",5,-0.636576853
65,70,30,62,0.21,0.05,15,"(65, 70, 30)","(62, 0.21, 0.05)",15,0.08038809
65,70,30,62,0.21,0.35,5,"(65, 70, 30)","(62, 0.21, 0.35)",5,-1.106306794
65,70,30,62,0.21,0.35,15,"(65, 70, 30)","(62, 0.21, 0.35)",15,-0.052607897
65,70,30,62,0.21,0.65,5,"(65, 70, 30)","(62, 0.21, 0.65)",5,-1.106306794
65,70,30,62,0.21,0.65,15,"(65, 70, 30)","(62, 0.21, 0.65)",15,-0.052607897
65,70,30,62,0.21,0.95,5,"(65, 70, 30)","(62, 0.21, 0.95)",5,-1.106306794
65,70,30,62,0.21,0.95,15,"(65, 70, 30)","(62, 0.21, 0.95)",15,-0.052607897
95,10,10,2,0.01,0.05,5,"(95, 10, 10)","(2, 0.01, 0.05)",5,-0.19995531
95,10,10,2,0.01,0.05,15,"(95, 10, 10)","(2, 0.01, 0.05)",15,-0.573752195
95,10,10,2,0.01,0.35,5,"(95, 10, 10)","(2, 0.01, 0.35)",5,0.22973401
95,10,10,2,0.01,0.35,15,"(95, 10, 10)","(2, 0.01, 0.35)",15,-0.063779832
95,10,10,2,0.01,0.65,5,"(95, 10, 10)","(2, 0.01, 0.65)",5,0.22973401
95,10,10,2,0.01,0.65,15,"(95, 10, 10)","(2, 0.01, 0.65)",15,-0.063779832
95,10,10,2,0.01,0.95,5,"(95, 10, 10)","(2, 0.01, 0.95)",5,0.22973401
95,10,10,2,0.01,0.95,15,"(95, 10, 10)","(2, 0.01, 0.95)",15,-0.063779832
95,10,10,2,0.11,0.05,5,"(95, 10, 10)","(2, 0.11, 0.05)",5,-0.01256424
95,10,10,2,0.11,0.05,15,"(95, 10, 10)","(2, 0.11, 0.05)",15,
95,10,10,2,0.11,0.35,5,"(95, 10, 10)","(2, 0.11, 0.35)",5,-0.01256424
95,10,10,2,0.11,0.35,15,"(95, 10, 10)","(2, 0.11, 0.35)",15,
95,10,10,2,0.11,0.65,5,"(95, 10, 10)","(2, 0.11, 0.65)",5,-0.01256424
95,10,10,2,0.11,0.65,15,"(95, 10, 10)","(2, 0.11, 0.65)",15,
95,10,10,2,0.11,0.95,5,"(95, 10, 10)","(2, 0.11, 0.95)",5,-0.01256424
95,10,10,2,0.11,0.95,15,"(95, 10, 10)","(2, 0.11, 0.95)",15,
95,10,10,2,0.21,0.05,5,"(95, 10, 10)","(2, 0.21, 0.05)",5,-0.301539873
95,10,10,2,0.21,0.05,15,"(95, 10, 10)","(2, 0.21, 0.05)",15,-0.718877943
95,10,10,2,0.21,0.35,5,"(95, 10, 10)","(2, 0.21, 0.35)",5,-0.325215079
95,10,10,2,0.21,0.35,15,"(95, 10, 10)","(2, 0.21, 0.35)",15,-0.588637839
95,10,10,2,0.21,0.65,5,"(95, 10, 10)","(2, 0.21, 0.65)",5,-0.220983868
95,10,10,2,0.21,0.65,15,"(95, 10, 10)","(2, 0.21, 0.65)",15,-0.588637839
95,10,10,2,0.21,0.95,5,"(95, 10, 10)","(2, 0.21, 0.95)",5,-0.220983868
95,10,10,2,0.21,0.95,15,"(95, 10, 10)","(2, 0.21, 0.95)",15,-0.588637839
95,10,10,22,0.01,0.05,5,"(95, 10, 10)","(22, 0.01, 0.05)",5,-0.079004875
95,10,10,22,0.01,0.05,15,"(95, 10, 10)","(22, 0.01, 0.05)",15,0.230767998
95,10,10,22,0.01,0.35,5,"(95, 10, 10)","(22, 0.01, 0.35)",5,-0.102176639
95,10,10,22,0.01,0.35,15,"(95, 10, 10)","(22, 0.01, 0.35)",15,0.147750971
95,10,10,22,0.01,0.65,5,"(95, 10, 10)","(22, 0.01, 0.65)",5,0.156423519
95,10,10,22,0.01,0.65,15,"(95, 10, 10)","(22, 0.01, 0.65)",15,0.147750971
95,10,10,22,0.01,0.95,5,"(95, 10, 10)","(22, 0.01, 0.95)",5,0.156423519
95,10,10,22,0.01,0.95,15,"(95, 10, 10)","(22, 0.01, 0.95)",15,0.147750971
95,10,10,22,0.11,0.05,5,"(95, 10, 10)","(22, 0.11, 0.05)",5,-0.544458423
95,10,10,22,0.11,0.05,15,"(95, 10, 10)","(22, 0.11, 0.05)",15,-0.269349112
95,10,10,22,0.11,0.35,5,"(95, 10, 10)","(22, 0.11, 0.35)",5,0.027035295
95,10,10,22,0.11,0.35,15,"(95, 10, 10)","(22, 0.11, 0.35)",15,-0.269349112
95,10,10,22,0.11,0.65,5,"(95, 10, 10)","(22, 0.11, 0.65)",5,0.027035295
95,10,10,22,0.11,0.65,15,"(95, 10, 10)","(22, 0.11, 0.65)",15,-0.269349112
95,10,10,22,0.11,0.95,5,"(95, 10, 10)","(22, 0.11, 0.95)",5,0.027035295
95,10,10,22,0.11,0.95,15,"(95, 10, 10)","(22, 0.11, 0.95)",15,-0.269349112
95,10,10,22,0.21,0.05,5,"(95, 10, 10)","(22, 0.21, 0.05)",5,0.569606185
95,10,10,22,0.21,0.05,15,"(95, 10, 10)","(22, 0.21, 0.05)",15,0.217811425
95,10,10,22,0.21,0.35,5,"(95, 10, 10)","(22, 0.21, 0.35)",5,0.379847613
95,10,10,22,0.21,0.35,15,"(95, 10, 10)","(22, 0.21, 0.35)",15,0.084956322
95,10,10,22,0.21,0.65,5,"(95, 10, 10)","(22, 0.21, 0.65)",5,0.447103952
95,10,10,22,0.21,0.65,15,"(95, 10, 10)","(22, 0.21, 0.65)",15,0.129557067
95,10,10,22,0.21,0.95,5,"(95, 10, 10)","(22, 0.21, 0.95)",5,0.447103952
95,10,10,22,0.21,0.95,15,"(95, 10, 10)","(22, 0.21, 0.95)",15,0.129557067
95,10,10,42,0.01,0.05,5,"(95, 10, 10)","(42, 0.01, 0.05)",5,-0.499199307
95,10,10,42,0.01,0.05,15,"(95, 10, 10)","(42, 0.01, 0.05)",15,-0.251751896
95,10,10,42,0.01,0.35,5,"(95, 10, 10)","(42, 0.01, 0.35)",5,-0.138144142
95,10,10,42,0.01,0.35,15,"(95, 10, 10)","(42, 0.01, 0.35)",15,0.030324044
95,10,10,42,0.01,0.65,5,"(95, 10, 10)","(42, 0.01, 0.65)",5,-0.138144142
95,10,10,42,0.01,0.65,15,"(95, 10, 10)","(42, 0.01, 0.65)",15,0.030324044
95,10,10,42,0.01,0.95,5,"(95, 10, 10)","(42, 0.01, 0.95)",5,-0.195585
95,10,10,42,0.01,0.95,15,"(95, 10, 10)","(42, 0.01, 0.95)",15,0.030324044
95,10,10,42,0.11,0.05,5,"(95, 10, 10)","(42, 0.11, 0.05)",5,
95,10,10,42,0.11,0.05,15,"(95, 10, 10)","(42, 0.11, 0.05)",15,
95,10,10,42,0.11,0.35,5,"(95, 10, 10)","(42, 0.11, 0.35)",5,0.171319333
95,10,10,42,0.11,0.35,15,"(95, 10, 10)","(42, 0.11, 0.35)",15,0.176671663
95,10,10,42,0.11,0.65,5,"(95, 10, 10)","(42, 0.11, 0.65)",5,0.171319333
95,10,10,42,0.11,0.65,15,"(95, 10, 10)","(42, 0.11, 0.65)",15,0.176671663
95,10,10,42,0.11,0.95,5,"(95, 10, 10)","(42, 0.11, 0.95)",5,0.131520705
95,10,10,42,0.11,0.95,15,"(95, 10, 10)","(42, 0.11, 0.95)",15,0.176671663
95,10,10,42,0.21,0.05,5,"(95, 10, 10)","(42, 0.21, 0.05)",5,0.164739252
95,10,10,42,0.21,0.05,15,"(95, 10, 10)","(42, 0.21, 0.05)",15,-0.301226076
95,10,10,42,0.21,0.35,5,"(95, 10, 10)","(42, 0.21, 0.35)",5,0.484825191
95,10,10,42,0.21,0.35,15,"(95, 10, 10)","(42, 0.21, 0.35)",15,-0.156322605
95,10,10,42,0.21,0.65,5,"(95, 10, 10)","(42, 0.21, 0.65)",5,0.473150814
95,10,10,42,0.21,0.65,15,"(95, 10, 10)","(42, 0.21, 0.65)",15,-0.156322605
95,10,10,42,0.21,0.95,5,"(95, 10, 10)","(42, 0.21, 0.95)",5,0.473150814
95,10,10,42,0.21,0.95,15,"(95, 10, 10)","(42, 0.21, 0.95)",15,-0.156322605
95,10,10,62,0.01,0.05,5,"(95, 10, 10)","(62, 0.01, 0.05)",5,0.380447642
95,10,10,62,0.01,0.05,15,"(95, 10, 10)","(62, 0.01, 0.05)",15,
95,10,10,62,0.01,0.35,5,"(95, 10, 10)","(62, 0.01, 0.35)",5,0.379958753
95,10,10,62,0.01,0.35,15,"(95, 10, 10)","(62, 0.01, 0.35)",15,0.239845465
95,10,10,62,0.01,0.65,5,"(95, 10, 10)","(62, 0.01, 0.65)",5,0.386797692
95,10,10,62,0.01,0.65,15,"(95, 10, 10)","(62, 0.01, 0.65)",15,0.239845465
95,10,10,62,0.01,0.95,5,"(95, 10, 10)","(62, 0.01, 0.95)",5,0.386797692
95,10,10,62,0.01,0.95,15,"(95, 10, 10)","(62, 0.01, 0.95)",15,0.239845465
95,10,10,62,0.11,0.05,5,"(95, 10, 10)","(62, 0.11, 0.05)",5,-0.102999879
